coding_hours,commits_per_day,lines_of_code,bugs_fixed,sleep_hours,distractions,task_completion_rate,meetings_per_day,break_time,focus_score,productivity_level
2.01,2.56,100,0.82,7.75,6.23,0.3339,1.16,32.88,48.2,Low
0.53,1.9,35,1.41,6.58,3.88,0.2693,2.5,9.97,33.46,Low
6.86,4.03,214,1.66,9.08,1.5,0.915,1.73,38.82,76.96,Medium
5.87,3.39,304,1.21,7.3,1.49,0.7791,2.37,39.8,78.17,Medium
2.2,1.86,131,2.04,7.39,4.64,0.5409,2.32,38.75,41.92,Low
6.95,4.43,150,0.67,7.66,5.64,0.4737,0.69,16.15,56.03,Medium
6.24,0.21,190,2.45,7.03,4.32,0.6768,3.38,44.2,40.2,Medium
0.64,0.0,25,0.08,6.6,7.18,0.183,3.88,36.74,15.24,Low
3.59,1.51,168,0.68,6.4,7.32,0.4718,0.82,32.87,50.06,Low
2.38,1.54,138,0.0,6.32,2.57,0.3877,2.54,16.21,46.68,Low
0.85,0.0,45,0.18,5.45,8.36,0.2693,1.71,21.71,27.44,Low
3.53,1.53,116,0.86,7.05,4.61,0.3528,2.22,28.12,41.38,Low
7.9,5.41,325,3.37,8.16,2.19,0.9833,2.51,41.69,91.57,Medium
3.79,6.07,180,2.78,8.26,3.25,0.7594,3.94,33.42,71.23,Medium
3.26,1.95,104,0.0,7.35,8.17,0.2974,2.92,29.96,43.52,Low
4.96,2.01,212,2.1,7.06,2.29,0.5991,2.12,31.96,36.22,Medium
4.51,3.68,293,2.73,6.76,2.92,0.7655,1.24,39.65,96.1,Medium
4.82,2.93,153,2.6,7.81,4.4,0.6817,1.9,30.02,63.67,Medium
3.62,0.29,183,1.45,7.92,2.49,0.5184,3.34,26.92,47.77,Low
4.97,0.7,89,0.0,7.28,4.59,0.4653,2.15,21.01,35.07,Low
6.06,3.78,234,1.43,8.22,3.73,0.5649,0.9,52.66,64.24,Medium
3.18,1.32,213,0.39,7.03,3.08,0.4941,0.26,46.61,59.77,Medium
6.37,4.39,286,1.55,7.07,2.43,0.8027,2.24,40.03,72.93,Medium
3.41,3.44,255,2.29,6.73,3.52,0.5808,2.06,46.43,50.27,Medium
7.4,2.84,288,2.08,7.48,4.4,0.5836,1.04,43.23,62.62,Medium
2.36,1.06,165,1.49,6.67,5.29,0.3444,3.19,29.14,62.28,Low
6.52,5.57,267,2.33,7.82,4.64,0.7305,1.18,21.53,72.01,Medium
5.99,3.03,167,0.12,7.0,3.21,0.695,1.81,28.37,51.24,Medium
6.61,5.12,351,0.64,7.93,0.01,1.0,1.36,37.03,71.71,Medium
0.95,0.73,124,0.57,6.03,8.92,0.4769,1.86,15.22,44.72,Low
6.77,4.68,277,2.22,8.62,1.41,0.9292,1.72,23.82,86.35,Medium
5.64,1.79,182,0.38,7.16,2.74,0.6342,3.09,35.92,61.71,Medium
0.87,0.0,96,0.0,6.53,3.36,0.3009,1.05,29.99,37.64,Low
0.0,3.32,77,0.03,6.16,7.34,0.3834,2.63,15.91,46.35,Low
2.82,1.67,176,0.59,5.77,4.97,0.3369,2.27,20.94,61.91,Low
5.51,3.03,186,1.87,8.26,3.98,0.5638,2.03,43.73,67.07,Medium
6.49,2.73,274,1.57,7.71,3.98,0.673,2.71,23.84,50.0,Medium
2.3,0.4,39,1.83,5.41,7.38,0.3987,2.22,28.84,15.93,Low
3.46,1.78,126,0.15,7.6,4.77,0.6263,2.49,27.98,52.6,Low
9.67,3.61,323,3.42,8.81,5.3,0.8143,2.07,45.77,90.12,Medium
5.21,6.87,334,2.42,7.96,2.61,0.8955,0.98,30.08,65.02,Medium
4.41,1.42,201,1.9,8.5,5.94,0.4624,2.17,33.08,56.46,Medium
4.3,1.03,165,0.68,7.19,6.15,0.517,1.74,31.88,47.93,Low
4.78,1.74,115,1.95,5.93,4.77,0.598,1.83,32.9,52.84,Low
4.62,4.21,153,1.73,7.6,3.2,0.6013,1.49,33.86,53.76,Medium
2.0,0.48,81,0.0,6.68,7.03,0.3506,2.78,28.33,47.56,Low
0.5,0.38,75,0.78,6.39,6.15,0.3526,2.16,50.63,47.62,Low
0.0,0.75,10,0.0,6.62,6.64,0.0,2.9,47.27,16.18,Low
5.34,3.33,202,1.71,5.87,4.65,0.6355,1.86,25.6,65.16,Medium
4.12,3.51,162,0.57,8.12,5.88,0.8038,0.2,10.05,47.07,Medium
3.1,1.99,176,0.59,6.06,8.83,0.3038,2.18,33.54,55.6,Low
7.68,6.76,325,2.58,7.0,3.92,0.937,1.59,39.73,83.52,Medium
1.14,2.35,10,0.05,6.3,9.63,0.2592,2.61,34.48,45.51,Low
1.28,0.0,10,0.91,6.61,6.25,0.0736,1.85,25.53,26.45,Low
3.29,3.96,77,1.8,7.24,5.72,0.4317,0.74,31.71,48.41,Low
5.85,3.95,202,1.83,6.93,5.44,0.711,2.31,46.52,66.55,Medium
8.1,5.02,315,2.52,7.44,1.13,0.7963,1.22,51.11,74.41,Medium
3.27,0.0,97,0.87,5.86,4.96,0.2769,2.31,13.84,36.59,Low
5.45,3.45,255,2.19,7.36,5.99,0.5463,1.39,27.23,60.64,Medium
4.19,1.13,86,0.0,7.84,3.6,0.4076,2.01,28.75,45.76,Low
4.51,2.57,168,0.62,6.91,3.25,0.4849,1.6,30.12,35.71,Medium
3.31,4.4,198,0.52,8.13,5.97,0.6761,0.77,32.16,70.03,Medium
6.7,0.9,203,2.54,8.49,5.82,0.5803,2.28,37.6,59.26,Medium
0.44,0.0,20,0.0,5.74,8.01,0.2049,1.87,32.08,23.27,Low
7.46,5.34,217,2.03,7.59,2.72,0.8993,1.72,54.61,61.04,Medium
8.2,3.88,214,2.82,9.43,2.27,0.8154,2.0,42.69,59.1,Medium
1.1,1.79,139,0.84,7.84,6.36,0.3628,1.6,18.35,59.98,Low
3.94,2.94,198,0.41,5.86,6.78,0.672,0.68,30.51,49.66,Low
4.64,3.08,232,1.34,7.56,4.62,0.5028,4.28,31.72,63.52,Medium
3.58,2.12,184,0.94,7.13,7.86,0.5296,1.39,36.45,55.54,Low
4.98,0.0,112,0.0,7.39,4.48,0.3698,2.79,31.13,13.99,Low
1.63,0.0,27,0.0,6.07,5.98,0.242,4.14,47.15,57.85,Low
3.28,2.67,137,0.83,6.32,4.48,0.4529,2.8,25.26,56.46,Low
6.59,3.78,243,1.85,7.05,1.61,0.527,1.35,39.71,59.91,Medium
3.64,2.68,272,0.25,6.81,3.95,0.7999,1.77,56.27,57.87,Medium
2.78,1.02,148,1.62,7.47,6.18,0.3321,1.28,22.29,32.95,Low
5.92,2.85,273,1.54,6.44,4.63,0.813,2.65,35.31,79.84,Medium
0.0,0.0,10,0.0,5.08,12.53,0.0,3.42,6.31,0.0,Low
6.19,3.39,213,2.24,6.14,3.97,0.7862,1.14,36.56,62.0,Medium
0.0,0.0,16,0.0,6.94,9.33,0.1032,1.48,13.5,16.61,Low
1.46,2.2,130,1.08,7.84,5.64,0.4483,0.79,38.66,45.37,Low
2.15,0.12,23,0.0,6.18,9.2,0.3411,3.32,25.87,46.91,Low
3.52,0.09,31,0.0,6.11,10.54,0.3075,2.51,14.17,48.47,Low
6.34,5.35,235,2.39,7.94,4.06,0.8096,1.87,44.21,63.42,Medium
3.33,1.28,177,1.82,7.95,4.21,0.3696,1.32,29.46,46.77,Low
5.52,2.81,94,1.86,7.5,3.66,0.5213,0.43,41.26,56.02,Medium
2.38,0.75,194,1.7,6.42,5.49,0.3312,2.98,18.29,39.48,Low
7.0,2.5,151,0.97,5.94,4.97,0.6477,1.9,36.07,81.38,Medium
4.4,2.72,101,0.0,6.15,5.93,0.6236,2.88,38.12,64.78,Low
3.39,0.0,95,1.17,6.42,7.61,0.405,2.0,19.35,32.65,Low
5.11,3.7,259,3.44,6.97,3.52,0.7298,1.46,22.39,80.76,Medium
5.19,1.36,161,1.84,6.91,4.79,0.3246,2.86,27.12,54.71,Low
1.82,0.0,58,0.0,5.78,7.94,0.019,3.2,34.5,27.47,Low
3.81,2.39,198,0.0,5.94,8.42,0.5185,2.93,39.12,46.84,Low
7.28,4.59,292,1.35,6.81,4.28,0.6205,1.25,33.22,87.63,Medium
5.4,4.75,212,0.33,8.67,4.53,0.636,2.36,21.42,53.29,Medium
4.74,0.48,136,0.64,7.54,7.07,0.4078,3.21,23.94,61.51,Low
3.47,1.61,172,2.01,8.21,4.97,0.4232,2.0,23.57,42.51,Low
1.0,1.6,93,0.63,7.27,4.72,0.4393,1.58,32.86,60.42,Low
6.81,4.05,290,2.9,7.69,0.76,0.9292,2.72,39.33,81.1,Medium
4.54,3.53,168,2.41,8.25,4.24,0.3349,1.23,24.38,59.11,Medium
5.23,4.97,100,1.02,7.19,3.72,0.5875,2.5,43.19,56.11,Medium
5.99,3.53,238,3.45,7.69,5.27,0.4831,1.63,36.56,60.14,Medium
5.94,2.86,94,2.78,7.09,3.93,0.621,0.09,35.55,50.88,Medium
1.14,1.7,131,0.69,4.51,4.18,0.3927,3.21,11.45,59.91,Low
3.78,0.99,169,0.38,8.19,8.21,0.245,0.0,4.78,23.91,Low
1.68,0.07,125,1.5,7.36,4.43,0.4043,0.04,15.27,36.54,Low
4.84,1.24,214,0.69,7.25,5.29,0.4355,2.54,25.01,42.19,Low
5.34,1.7,150,0.66,7.31,4.59,0.7646,2.31,39.4,50.13,Medium
4.61,3.78,202,2.07,7.16,3.22,0.5301,1.35,6.84,65.88,Medium
4.43,2.98,236,2.56,6.89,5.75,0.681,1.93,49.59,73.57,Medium
5.37,1.53,75,1.06,7.45,6.08,0.602,0.0,31.3,54.71,Medium
5.41,3.01,265,0.05,5.99,7.22,0.5061,2.68,44.0,44.8,Medium
0.7,0.0,10,0.0,6.15,6.98,0.1758,2.85,11.15,33.38,Low
5.68,2.61,188,1.82,7.91,3.77,0.7517,1.68,39.62,47.86,Medium
5.39,2.59,121,0.88,7.01,4.54,0.4407,1.92,32.58,76.62,Medium
5.15,4.53,221,1.53,7.8,3.9,0.8469,2.19,43.17,58.12,Medium
0.0,0.0,10,0.0,4.76,7.16,0.0,2.84,13.18,3.94,Low
10.16,5.38,321,3.26,7.27,2.03,1.0,0.0,45.17,77.03,Medium
5.01,1.87,127,1.99,7.12,3.07,0.3204,4.24,40.32,37.18,Low
5.34,4.06,264,1.09,8.1,3.88,0.7818,2.87,29.03,85.87,Medium
2.35,0.64,51,0.0,4.98,3.37,0.4782,1.03,27.22,42.29,Low
3.67,1.89,122,2.1,7.72,1.3,0.6013,1.47,14.19,71.35,Medium
2.58,0.47,60,0.52,6.04,7.81,0.2637,2.08,31.76,21.96,Low
3.29,0.0,10,1.73,6.53,5.12,0.4363,3.27,46.43,42.45,Low
5.58,4.95,317,2.87,6.89,0.65,0.8499,0.0,27.13,83.92,Medium
2.22,1.23,96,2.33,6.22,7.19,0.6437,1.56,28.13,49.85,Low
4.1,4.87,174,1.61,7.88,5.17,0.5627,0.17,39.89,41.66,Medium
5.38,3.27,272,2.55,7.46,5.0,0.642,1.45,34.66,73.81,Medium
3.54,1.34,152,1.14,6.94,4.01,0.5451,1.38,34.13,58.65,Low
4.77,2.09,204,1.13,6.98,8.79,0.4368,2.03,26.84,42.71,Low
5.03,3.07,162,2.02,7.57,3.55,0.5102,1.29,27.54,36.92,Medium
8.57,7.28,412,4.21,8.55,4.01,0.9456,0.53,41.15,92.12,High
2.98,1.32,131,1.54,6.91,4.99,0.4397,2.64,30.13,73.64,Low
5.66,0.72,132,1.09,7.97,2.22,0.4744,2.39,19.19,42.86,Medium
8.09,4.39,262,2.94,8.3,4.15,0.92,2.24,34.59,67.46,Medium
5.63,2.28,221,0.13,7.88,3.81,0.6181,1.49,51.21,77.69,Medium
5.64,3.34,211,0.81,7.64,1.64,0.7521,1.07,31.74,55.11,Medium
5.87,2.7,182,2.06,7.85,2.66,0.687,1.69,20.82,54.78,Medium
1.28,0.22,57,0.1,6.68,6.68,0.3344,2.84,22.77,24.25,Low
7.1,5.14,334,2.79,8.67,3.07,0.8208,0.0,31.02,84.35,Medium
2.59,0.0,10,0.13,7.15,3.01,0.2467,2.74,10.88,46.06,Low
2.31,2.18,175,1.7,6.34,6.13,0.6057,2.22,32.9,56.13,Low
4.07,0.85,115,0.0,5.75,5.39,0.3758,2.29,19.13,30.27,Low
3.96,2.05,153,1.41,6.41,3.1,0.4613,1.87,23.43,44.61,Low
4.16,2.59,229,2.06,7.95,5.92,0.4096,0.0,33.18,48.63,Medium
4.54,2.92,173,2.23,5.9,4.48,0.5175,1.46,16.28,45.05,Medium
4.8,3.48,176,2.95,7.53,6.19,0.4697,3.66,14.69,55.31,Medium
5.15,4.81,303,2.49,8.1,3.24,0.756,1.53,44.78,79.95,Medium
6.7,3.13,190,1.58,8.16,4.32,0.594,1.56,12.96,61.71,Medium
3.56,0.05,115,0.0,7.02,5.14,0.487,2.09,19.01,46.26,Low
6.46,3.5,248,1.35,6.41,4.28,0.8709,2.07,16.82,65.03,Medium
7.52,4.26,219,1.8,6.83,2.6,0.6842,2.3,31.09,67.03,Medium
0.32,0.89,27,0.86,5.44,5.56,0.3319,2.14,28.14,18.61,Low
5.76,2.2,177,0.99,6.87,5.02,0.6501,2.25,34.11,60.56,Medium
5.08,2.39,260,2.2,7.2,3.73,0.7698,3.47,57.42,54.68,Medium
4.42,0.98,10,0.76,5.92,5.5,0.4981,3.1,39.38,32.06,Low
4.2,4.6,276,1.96,8.86,4.57,0.6743,3.93,27.57,74.34,Medium
3.58,2.81,139,1.08,5.86,5.05,0.2977,1.39,17.28,41.63,Low
3.53,1.78,93,0.79,8.14,4.83,0.5562,3.64,57.69,54.16,Low
4.17,2.65,149,0.52,7.86,4.36,0.4125,1.26,39.76,55.88,Low
4.6,2.15,170,0.0,7.73,5.62,0.4051,2.35,35.97,40.73,Low
0.96,0.23,86,0.0,5.9,7.17,0.154,3.06,25.27,34.48,Low
0.27,0.0,10,0.0,6.55,8.51,0.2281,1.92,25.53,10.3,Low
7.06,5.14,332,1.86,6.78,1.74,0.9697,1.61,23.15,89.24,Medium
1.23,1.06,53,0.66,7.31,5.58,0.2897,3.16,27.34,23.7,Low
3.03,2.79,98,0.73,6.45,7.68,0.3607,1.59,25.76,29.98,Low
0.0,0.0,10,0.0,5.6,8.61,0.0591,4.32,10.19,31.08,Low
0.0,1.56,64,1.29,5.7,4.6,0.2433,0.81,21.42,38.07,Low
0.9,0.0,71,0.4,4.36,8.94,0.3089,4.34,38.54,18.18,Low
6.04,3.59,266,2.08,6.99,0.0,0.7189,2.51,36.96,81.76,Medium
4.06,3.5,148,1.44,8.4,4.66,0.7041,1.61,55.76,72.05,Medium
1.14,1.11,142,0.7,6.33,4.13,0.3282,1.8,9.15,33.35,Low
8.64,8.3,299,3.26,7.99,4.45,1.0,0.82,36.04,78.54,Medium
7.56,3.29,194,2.9,8.02,1.21,0.5905,1.57,19.44,60.37,Medium
3.73,0.38,108,1.69,8.28,7.22,0.4741,2.05,16.28,43.06,Low
0.0,0.0,10,0.0,6.81,8.63,0.0,4.01,9.22,0.0,Low
9.13,3.36,331,2.75,7.37,1.01,0.9071,3.28,44.61,82.55,Medium
0.67,0.0,61,0.43,4.75,7.36,0.0,2.62,25.72,47.0,Low
0.0,0.0,10,0.54,8.06,8.42,0.3801,1.65,14.98,16.36,Low
4.66,4.33,202,2.57,9.33,2.11,0.7596,1.15,12.83,59.5,Medium
6.78,6.63,341,2.9,8.37,0.12,0.9112,1.08,56.98,74.76,Medium
6.3,3.57,337,1.1,6.68,3.9,0.6644,0.55,34.06,76.89,Medium
5.32,2.7,191,0.65,8.05,1.59,0.5632,0.65,21.66,70.49,Medium
5.07,2.13,241,1.69,7.21,3.23,0.6906,3.92,35.72,70.72,Medium
5.21,2.15,220,1.96,7.34,8.28,0.4815,2.05,36.31,50.32,Medium
4.38,3.45,191,0.73,8.1,2.41,0.6376,0.94,30.57,66.38,Medium
5.29,1.15,163,1.26,7.41,6.3,0.7333,2.73,32.89,68.56,Medium
2.63,1.74,152,1.59,6.1,3.96,0.4074,0.79,18.97,56.66,Low
4.81,0.91,169,0.03,6.71,5.86,0.4955,0.92,37.29,53.85,Low
1.29,1.42,145,1.28,7.15,7.11,0.5695,1.42,16.26,33.97,Low
2.54,3.38,142,0.47,7.27,7.11,0.5071,3.74,22.54,47.99,Low
0.0,0.0,62,0.65,6.36,7.24,0.174,2.26,28.02,36.97,Low
3.2,0.0,104,0.49,7.7,8.13,0.531,0.0,41.55,51.81,Low
3.19,0.39,54,0.0,6.22,5.6,0.2622,3.51,40.91,22.69,Low
2.41,0.36,33,0.0,6.59,7.01,0.4092,2.02,35.04,28.89,Low
5.53,2.49,177,1.07,4.39,5.1,0.496,0.1,27.66,64.79,Medium
7.41,3.64,247,1.8,7.34,1.23,0.5825,1.27,21.55,74.13,Medium
4.51,3.18,253,1.56,8.07,3.19,0.6445,2.25,48.64,64.97,Medium
0.46,0.01,10,0.01,5.9,7.6,0.0892,2.88,35.85,20.9,Low
1.08,1.56,73,0.07,6.13,5.84,0.274,4.1,18.33,47.04,Low
7.48,1.46,253,1.7,6.64,7.25,0.6622,0.87,43.92,80.74,Medium
0.6,0.16,10,0.0,7.31,5.22,0.4232,2.34,21.77,47.89,Low
4.62,1.88,217,1.13,7.33,7.11,0.5246,1.37,43.89,61.06,Medium
6.17,1.91,183,1.37,7.94,5.46,0.6363,0.29,27.6,54.66,Medium
4.26,2.28,10,1.51,5.13,6.43,0.306,3.18,44.94,30.47,Low
3.72,1.52,165,0.33,6.92,3.54,0.4152,2.43,38.39,50.02,Low
2.19,0.0,45,0.0,6.11,5.85,0.0151,2.68,41.31,30.38,Low
5.54,1.65,99,1.01,6.47,5.13,0.391,2.61,22.36,55.29,Low
3.9,1.89,215,1.53,6.67,1.84,0.6434,1.22,35.65,66.46,Medium
0.0,0.0,52,0.0,5.93,5.88,0.1706,1.47,12.34,31.49,Low
2.62,2.23,197,0.13,7.9,2.12,0.5346,1.91,40.64,42.3,Low
4.82,3.0,166,2.21,5.46,7.05,0.5425,3.17,38.89,32.83,Low
2.85,2.49,190,2.57,8.7,5.1,0.6022,3.44,56.73,60.69,Medium
4.0,1.49,239,0.0,7.5,5.84,0.7134,2.73,35.94,62.16,Medium
7.25,4.97,200,1.72,7.65,3.84,0.8961,1.62,44.06,69.67,Medium
4.47,1.86,166,2.43,7.79,5.06,0.621,2.23,25.92,71.03,Medium
3.65,0.85,118,0.28,5.62,7.84,0.4899,2.14,33.27,32.73,Low
4.51,2.33,192,0.71,6.53,3.9,0.3954,0.94,26.81,39.75,Low
6.62,3.59,160,1.21,7.17,4.35,0.675,1.86,33.88,51.51,Medium
2.95,4.46,84,0.14,8.12,6.05,0.5474,0.65,31.99,43.71,Low
3.27,2.89,160,0.0,6.98,2.96,0.5688,1.86,26.68,55.87,Low
1.67,2.11,105,1.28,7.01,10.7,0.4089,3.85,27.12,35.25,Low
3.67,0.5,157,0.0,6.2,6.04,0.4127,3.02,22.93,24.58,Low
2.28,0.0,10,0.08,6.69,7.32,0.4896,1.5,19.19,37.88,Low
8.04,4.69,336,3.11,9.22,4.26,0.8423,1.4,49.51,58.64,Medium
2.93,0.24,145,0.0,7.17,8.24,0.3449,1.54,25.53,20.63,Low
1.2,0.0,79,0.0,6.59,6.1,0.3143,2.15,30.01,23.38,Low
4.56,0.75,41,1.4,7.18,6.27,0.4354,3.26,11.83,41.3,Low
7.62,3.74,205,2.14,7.91,1.4,0.7729,2.38,38.71,65.28,Medium
4.29,1.92,127,0.27,7.26,4.61,0.4775,4.57,33.83,64.74,Low
8.63,4.38,272,2.96,8.51,3.9,0.9165,2.82,32.26,77.85,Medium
0.67,1.28,72,1.43,7.55,6.68,0.2769,2.41,47.48,54.31,Low
3.93,1.91,235,1.44,7.04,6.41,0.5071,2.59,8.5,57.07,Low
1.45,0.23,39,0.0,7.1,6.07,0.3542,2.05,33.67,27.7,Low
9.16,4.02,252,2.39,7.77,0.0,1.0,0.23,47.85,83.46,Medium
0.36,2.0,99,0.28,5.67,8.37,0.2804,3.66,29.48,38.11,Low
5.53,2.48,84,1.1,6.94,6.69,0.6905,2.92,33.31,61.69,Medium
6.91,2.73,193,2.26,7.26,5.4,0.5606,1.57,38.68,54.78,Medium
5.66,1.69,308,0.11,5.88,4.13,0.4687,2.15,40.75,61.09,Medium
3.97,4.66,135,0.0,7.6,6.84,0.4938,3.3,21.81,37.89,Low
2.55,0.73,95,1.04,4.72,10.34,0.4663,2.89,32.34,37.62,Low
3.07,1.64,151,0.64,9.19,5.11,0.563,0.52,28.39,39.5,Low
5.21,2.2,136,0.38,8.13,3.25,0.4679,2.29,18.33,48.04,Medium
6.86,4.05,234,0.36,7.27,2.67,0.6588,1.54,41.99,52.68,Medium
8.37,6.27,353,2.78,8.11,2.62,0.9346,2.45,35.41,78.91,Medium
2.38,2.97,64,0.51,6.96,3.43,0.3914,3.2,12.23,50.67,Low
0.0,0.45,108,0.43,5.84,7.31,0.1955,3.73,17.76,19.16,Low
2.54,0.81,153,0.98,7.11,5.7,0.462,0.91,21.57,43.63,Low
11.45,5.61,385,2.96,8.17,3.43,0.9756,0.44,53.18,89.41,High
0.86,1.1,61,1.3,6.52,8.17,0.4249,3.36,27.51,40.41,Low
7.51,6.53,333,1.26,7.96,3.84,0.8472,0.92,52.02,69.59,Medium
8.56,3.12,274,2.77,6.79,0.0,1.0,0.0,31.72,83.03,Medium
1.39,2.37,117,0.0,6.75,7.21,0.4054,2.7,35.97,47.6,Low
5.36,3.03,158,0.78,7.42,5.2,0.5587,1.28,61.24,69.93,Medium
8.38,5.28,240,1.33,7.92,2.94,1.0,3.3,41.7,73.61,Medium
3.26,1.33,147,1.32,6.64,2.97,0.4655,2.41,36.72,39.18,Low
7.03,0.85,116,0.78,7.81,4.14,0.5583,2.22,35.92,40.12,Medium
0.83,1.88,69,0.52,6.43,4.12,0.4429,1.81,12.87,44.35,Low
3.24,1.13,43,0.0,6.67,3.5,0.3593,3.9,30.78,31.01,Low
2.49,2.0,126,0.24,7.71,5.97,0.4237,2.55,29.82,34.57,Low
2.48,0.15,27,0.0,6.32,5.64,0.145,1.96,21.28,27.16,Low
4.6,1.45,148,1.33,7.19,8.89,0.5436,1.2,21.33,43.67,Low
1.58,0.0,89,0.0,6.54,5.9,0.2135,2.16,33.09,40.44,Low
4.74,3.17,92,2.25,8.11,6.59,0.5293,0.95,21.44,39.38,Medium
0.0,0.09,10,0.0,6.02,4.98,0.1163,3.5,43.56,29.69,Low
5.39,1.53,190,0.62,8.19,3.71,0.6019,0.09,32.8,61.73,Medium
6.02,2.71,187,3.01,7.33,3.9,0.7001,1.61,21.93,56.69,Medium
0.78,0.0,33,0.0,5.32,6.63,0.1494,3.21,14.89,39.31,Low
6.02,1.08,219,0.25,7.73,3.81,0.6035,2.23,29.09,55.79,Medium
6.9,3.02,277,2.16,7.37,2.83,0.6849,0.91,60.26,52.8,Medium
1.76,0.0,126,0.0,6.89,6.46,0.232,3.02,15.11,29.04,Low
6.29,4.1,280,1.67,5.65,5.27,0.9266,0.61,37.2,75.72,Medium
3.98,1.89,209,0.46,7.21,4.94,0.6906,1.85,26.72,60.77,Medium
4.01,0.0,70,2.65,6.28,6.78,0.2443,2.86,31.47,36.85,Low
5.61,3.94,244,0.75,6.12,5.89,0.3358,2.48,24.5,39.05,Medium
4.83,4.09,274,0.0,6.84,5.08,0.539,1.16,21.4,47.43,Medium
4.21,1.33,157,2.26,6.58,4.76,0.6197,3.17,28.43,44.6,Low
3.99,3.08,209,1.92,7.23,3.71,0.7292,1.93,29.7,52.5,Medium
3.57,1.04,131,0.0,5.45,6.63,0.2234,3.02,19.47,24.84,Low
5.14,3.45,158,0.39,7.34,6.48,0.5646,3.48,25.46,45.21,Medium
3.5,0.0,11,0.41,7.39,8.81,0.4007,3.54,34.78,35.39,Low
2.72,2.93,176,0.71,7.17,4.81,0.5193,3.15,26.25,64.82,Low
1.74,0.1,81,0.0,7.2,7.51,0.4614,2.46,14.14,44.0,Low
2.81,0.0,98,1.84,7.51,5.81,0.4528,3.01,21.7,52.03,Low
7.25,4.58,216,1.64,8.61,3.2,0.6562,1.84,36.72,78.28,Medium
5.92,4.93,169,3.07,9.04,2.65,0.6993,0.46,22.09,74.7,Medium
4.17,5.5,208,2.51,6.91,3.81,0.6253,2.12,49.31,55.76,Medium
2.87,0.0,99,0.0,5.88,8.65,0.292,2.58,33.21,35.02,Low
4.23,2.22,116,1.57,7.47,5.61,0.5284,2.68,42.72,41.05,Low
5.33,3.41,305,1.45,8.17,3.38,0.7835,1.51,39.99,66.01,Medium
5.91,3.0,133,0.0,7.69,2.62,0.2347,1.2,9.77,52.81,Medium
10.04,4.01,293,2.52,9.67,1.06,0.8326,1.96,56.95,91.93,Medium
4.95,1.33,179,1.63,7.21,4.05,0.3599,0.57,23.33,60.13,Medium
4.48,1.51,162,0.78,7.44,3.47,0.5559,3.4,23.14,51.26,Low
4.05,1.62,156,0.51,6.06,5.5,0.4622,1.86,30.02,45.92,Low
3.23,1.56,130,2.02,8.78,4.16,0.555,2.21,44.45,56.34,Medium
3.73,2.43,193,0.96,6.65,5.35,0.3736,2.6,39.77,54.39,Low
2.83,4.09,285,0.89,7.11,4.12,0.709,2.38,42.6,45.43,Medium
6.97,4.03,225,2.33,7.2,2.13,0.763,0.3,31.67,53.58,Medium
0.55,2.44,137,0.53,6.09,5.58,0.2173,3.06,22.79,49.28,Low
3.14,0.42,10,0.0,5.75,7.11,0.0871,2.7,26.8,29.42,Low
0.0,0.0,46,0.0,5.66,9.53,0.1327,1.92,19.52,18.22,Low
4.76,4.13,233,1.72,6.16,4.62,0.7808,1.1,41.43,54.98,Medium
1.04,0.0,96,0.13,5.82,5.66,0.4493,2.0,32.78,30.81,Low
0.0,0.0,10,0.0,7.48,8.83,0.1258,1.35,25.15,23.29,Low
6.48,4.16,63,0.77,7.78,6.98,0.5047,3.61,6.68,44.75,Medium
6.0,6.2,324,3.26,8.99,2.64,1.0,2.74,43.74,87.64,Medium
5.52,0.49,124,0.0,7.94,5.83,0.4535,2.45,28.88,52.37,Low
6.08,2.34,178,2.0,8.89,4.83,0.5909,1.53,35.87,66.54,Medium
2.72,3.45,161,2.63,5.62,7.04,0.302,1.78,22.87,53.46,Low
2.51,1.68,125,0.13,5.97,6.76,0.4905,2.79,16.26,53.68,Low
7.85,3.46,191,1.13,6.82,4.47,0.6208,3.48,39.23,58.06,Medium
2.28,2.32,84,0.2,6.48,7.04,0.4516,1.52,24.99,36.23,Low
3.15,3.1,143,1.32,6.89,2.98,0.3235,0.8,37.08,78.58,Low
6.01,2.76,221,0.41,6.8,2.26,0.5813,3.45,24.9,51.81,Medium
3.07,0.79,70,0.8,6.84,6.24,0.1233,0.41,40.82,38.13,Low
4.86,3.18,209,2.47,7.52,3.61,0.8072,0.69,44.97,71.66,Medium
3.91,2.6,118,1.29,6.33,4.45,0.5172,1.81,32.09,63.34,Low
1.26,1.42,103,0.0,4.88,7.37,0.321,0.67,24.09,33.22,Low
6.39,2.55,211,2.23,6.47,1.4,0.6636,2.95,41.21,48.06,Medium
3.48,1.73,10,1.03,6.11,5.55,0.2225,3.13,29.43,24.1,Low
4.69,1.91,193,1.69,6.82,4.23,0.5129,1.42,32.53,66.35,Medium
4.42,1.13,207,1.29,6.09,2.56,0.5777,3.28,40.38,39.48,Medium
8.29,2.87,195,2.04,7.15,5.61,0.4078,3.12,49.69,66.01,Medium
4.95,1.73,149,2.21,6.33,2.25,0.5502,1.74,19.85,47.35,Medium
2.53,1.69,130,2.52,6.89,4.16,0.4927,1.56,19.37,35.14,Low
6.17,4.46,185,0.89,6.55,5.14,0.6439,4.01,26.29,59.34,Medium
9.28,3.28,270,2.97,7.02,3.88,0.9238,2.3,21.93,61.48,Medium
